sample_id,coyote,deer_mouse,frog,bottas_pocket_gopher,brandts_cormorant,pelagic_cormorant,california_vole,brush_rabbit,american_robin,woodrat,domestic_cattle,wild_boar,california_sea_lion,western_harvest_mouse,cricket,dung_beetle,chicken,grey_fox,california_ground_squirrel,common_raven,song_sparrow,wild_turkey,skiltons_skink,bobcat,mule_deer,white_crowned_sparrow,spotted_towhee,earwig,heermans_kangaroo_rat,california_alligator_lizard,gopher_snake,carpet_beetle,rove_beetle,california_quail,american_shad,sharpnose_anchovy,acorn_woodpecker,downy_woodpecker,clam,striped_skunk,american_badger,harvestor_ant,western_scrub_jay,harbor_seal,puma,guadelupe_fur_seal,red_fox,stonefly,western_rattlesnake,house_mouse,black_rat,host,marine_present,terrestrial_present,diet_category,site,lon,lat
D.07.18.23.C1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coyote,FALSE,TRUE,terrestrial,Dangermond,-120.473856,34.46779341
D.07.18.23.C2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coyote,FALSE,TRUE,terrestrial,Dangermond,-120.4735408,34.46783027
D.07.20.23.B1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bobcat,FALSE,TRUE,terrestrial,Dangermond,-120.4408823,34.45235743
D.07.20.23.C1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coyote,FALSE,TRUE,terrestrial,Dangermond,-120.4185015,34.453255
D.07.20.23.C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wild boar,FALSE,FALSE,none,Dangermond,-120.4413835,34.45219091
D.07.20.23.U1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wild boar,FALSE,FALSE,none,Dangermond,-120.4412235,34.4522208
D.07.24.23.B1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coyote,FALSE,TRUE,terrestrial,Dangermond,-120.4596581,34.51996235
D.07.24.23.B2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bobcat,FALSE,TRUE,terrestrial,Dangermond,-120.460141,34.51697626
D.07.24.23.C1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coyote,FALSE,TRUE,terrestrial,Dangermond,-120.4639769,34.51984651
D.07.24.23.C2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coyote,FALSE,TRUE,terrestrial,Dangermond,-120.464117,34.51898604
D.07.26.23.U1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wild boar,FALSE,FALSE,none,Dangermond,-120.4414553,34.45220031
D.07.26.23.U2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wild boar,FALSE,TRUE,terrestrial,Dangermond,-120.441401,34.45222204
D.07.26.23.U3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wild boar,FALSE,FALSE,none,Dangermond,-120.4411162,34.45221365
D.07.31.23.B1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bobcat,FALSE,TRUE,terrestrial,Dangermond,-120.4410698,34.45231164
D.07.31.23.C1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coyote,TRUE,FALSE,marine,Dangermond,-120.4445654,34.45788059
D.00.00.22.H1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,wild boar,FALSE,TRUE,terrestrial,Dangermond,-120.442242,34.500704
D.00.00.22.H10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,wild boar,FALSE,TRUE,terrestrial,Dangermond,-120.442857,34.501017
D.00.00.22.H11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,wild boar,FALSE,TRUE,terrestrial,Dangermond,-120.442857,34.501017
D.00.00.22.H12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wild boar,FALSE,FALSE,none,Dangermond,-120.442755,34.501038
D.00.00.22.H13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wild boar,FALSE,FALSE,none,Dangermond,-120.442755,34.501038
D.00.00.22.H14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,wild boar,FALSE,TRUE,terrestrial,Dangermond,-120.442242,34.500704
D.00.00.22.H2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bobcat,FALSE,FALSE,none,Dangermond,-120.446802,34.457301
D.00.00.22.H3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wild boar,FALSE,FALSE,none,Dangermond,-120.446802,34.457301
D.00.00.22.H4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wild boar,FALSE,TRUE,terrestrial,Dangermond,-120.45586,34.47217
D.00.00.22.H6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wild boar,FALSE,FALSE,none,Dangermond,NA,NA
D.00.00.22.H7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wild boar,FALSE,TRUE,terrestrial,Dangermond,NA,NA
D.00.00.22.H8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wild boar,FALSE,FALSE,none,Dangermond,-120.45586,34.47217
D.08.04.23.B1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bobcat,FALSE,TRUE,terrestrial,Dangermond,-120.4447544,34.46048158
D.08.04.23.B2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bobcat,FALSE,TRUE,terrestrial,Dangermond,-120.4447665,34.46046901
D.08.04.23.P1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bobcat,FALSE,TRUE,terrestrial,Dangermond,-120.4447483,34.46075222
D.08.10.23.B1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bobcat,FALSE,TRUE,terrestrial,Dangermond,-120.4445006,34.45919642
D.08.10.23.B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bobcat,FALSE,FALSE,none,Dangermond,-120.4447349,34.4605144
D.08.10.23.B3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bobcat,FALSE,TRUE,terrestrial,Dangermond,-120.4447541,34.46046312
D.08.10.23.B4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bobcat,FALSE,TRUE,terrestrial,Dangermond,-120.4446927,34.46046667
D.08.10.23.B5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bobcat,FALSE,TRUE,terrestrial,Dangermond,-120.4447262,34.46043258
D.08.10.23.B6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coyote,FALSE,FALSE,none,Dangermond,-120.4720811,34.45986816
D.08.10.23.B7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wild boar,FALSE,FALSE,none,Dangermond,-120.441452,34.45220208
D.08.10.23.C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bobcat,FALSE,TRUE,terrestrial,Dangermond,-120.444731,34.46047341
D.08.10.23.C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coyote,FALSE,FALSE,none,Dangermond,-120.4715869,34.45949875
D.08.10.23.D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mule deer,FALSE,FALSE,none,Dangermond,-120.4447585,34.46042905
D.08.10.23.H1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mule deer,FALSE,FALSE,none,Dangermond,-120.4447554,34.46043351
D.08.10.23.P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bobcat,FALSE,FALSE,none,Dangermond,-120.4447981,34.46109275
H.08.01.23.H2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wild boar,FALSE,FALSE,none,Hollister,-120.3730724,34.45726937
N.08.12.23.C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coyote,FALSE,FALSE,none,North Campus Open Space,-119.8816911,34.41921559
N.08.14.23.C2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coyote,FALSE,TRUE,terrestrial,North Campus Open Space,-119.8843157,34.42002261
N.08.17.23.C1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coyote,FALSE,TRUE,terrestrial,North Campus Open Space,-119.8829089,34.41968533
N.06.29.23.C1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coyote,FALSE,TRUE,terrestrial,North Campus Open Space,-119.8827109,34.41834626
N.06.29.23.C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coyote,FALSE,FALSE,none,North Campus Open Space,-119.8825136,34.41844919
N.07.12.23.C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coyote,FALSE,TRUE,terrestrial,North Campus Open Space,-119.883643,34.41803045
N.07.15.23.C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coyote,FALSE,TRUE,terrestrial,North Campus Open Space,-119.8746361,34.42143776
N.07.15.23.C2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coyote,FALSE,TRUE,terrestrial,North Campus Open Space,-119.8813026,34.42196999
N.07.19.23.B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coyote,FALSE,TRUE,terrestrial,North Campus Open Space,-119.8740881,34.41904181
N.07.23.23.C1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,coyote,FALSE,TRUE,terrestrial,North Campus Open Space,-119.8810304,34.4196875
N.07.23.23.C2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coyote,FALSE,TRUE,terrestrial,North Campus Open Space,-119.8815703,34.41885429
N.08.05.23.C1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coyote,FALSE,TRUE,terrestrial,North Campus Open Space,-119.8758191,34.42079554
N.08.05.23.C2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coyote,FALSE,TRUE,terrestrial,North Campus Open Space,-119.881457,34.41866988
N.08.07.23.C1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coyote,FALSE,TRUE,terrestrial,North Campus Open Space,-119.8802775,34.41969638
